shipping_id,company_id,shuttle_location,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,company_rating,company_location,total_fleet_count,iata_approved
63246,23194,Russian Federation,Plasma,ThetaBase Services,1,2,strict,1,0,0,2430.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,51,1.42,1.0,Ecuador,1,1
51096,15860,Rwanda,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1520.0,81.0,9.0,8.0,9.0,9.0,9.0,9.0,43,9.42,1.0,Maldives,11,0
31342,48000,Malta,Quantum,ThetaBase Services,1,2,strict,1,1,0,1520.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06,1.0,Afghanistan,1,0
17437,22321,Malta,Plasma,ThetaBase Services,6,12,strict,10,0,0,7240.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.29,1.0,United Kingdom,16,0
57370,46956,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,flexible,1,0,0,1260.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08,0.63,Jersey,2,1
69083,34096,Indonesia,Quantum,ThetaBase Services,1,2,strict,1,0,0,1390.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.04,1.0,Andorra,10,0
199,20868,Barbados,Plasma,ThetaBase Services,1,2,strict,1,0,0,2430.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,61,1.68,1.0,Montserrat,2,1
43546,7252,Rwanda,Quantum,ThetaBase Services,1,2,strict,1,0,0,1247.0,92.0,10.0,10.0,9.0,9.0,9.0,9.0,62,1.74,1.0,Nicaragua,1,0
51992,22229,Malta,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1715.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,26,0.76,1.0,Afghanistan,3,1
62100,38762,Micronesia,Plasma,ThetaBase Services,1,2,moderate,1,0,0,4900.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,33,0.9,1.0,Rwanda,1,0
7982,20639,Rwanda,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1208.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,15,0.42,1.0,Nicaragua,1,0
38736,7670,Nicaragua,Plasma,ThetaBase Services,1,2,moderate,1,0,0,3470.0,93.0,9.0,9.0,10.0,10.0,10.0,8.0,6,0.2,1.0,Isle of Man,1,1
72463,767,Barbados,Plasma,ThetaBase Services,1,2,strict,1,0,0,2157.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,41,1.15,1.0,Uganda,2,0
47879,28828,Russian Federation,Plasma,ThetaBase Services,3,6,strict,3,0,0,4055.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.11,1.0,Isle of Man,198,1
43424,24128,Nicaragua,Plasma,ThetaBase Services,2,5,strict,2,0,0,2950.0,89.0,9.0,9.0,9.0,9.0,10.0,8.0,35,0.95,0.54,Suriname,9,1
19515,7972,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,0,1,moderate,1,0,0,1520.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,51,1.61,1.0,Uzbekistan,2,1
63391,33004,Russian Federation,Plasma,ThetaBase Services,1,4,strict,2,0,0,1650.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,16,0.45,1.0,Russian Federation,2,1
38400,77,United Kingdom,Quantum,ThetaBase Services,1,2,flexible,1,1,0,1585.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,14,0.38,0.5,Monaco,2,0
40105,24844,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,3,strict,1,0,0,3470.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,102,2.86,1.0,Uzbekistan,6,0
25945,20891,Niue,Quantum,ThetaBase Services,1,3,flexible,2,1,0,1598.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,104,3.23,1.0,Niue,2,1
23539,12133,Malta,Plasma,ThetaBase Services,1,2,strict,1,0,0,2469.0,88.0,9.0,8.0,9.0,10.0,9.0,9.0,23,0.75,1.0,Mexico,4,0
42978,34016,Rwanda,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1585.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,30,0.93,1.0,Maldives,1,1
4632,14419,Nicaragua,Quantum,ThetaBase Services,1,2,strict,2,0,0,2534.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,17,0.48,0.92,Cuba,2,1
30274,29926,United Kingdom,Plasma,ThetaBase Services,2,6,strict,5,1,0,1676.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06,0.67,Zimbabwe,7,1
20784,12598,Barbados,Nuclear,ThetaBase Services,1,10,strict,10,0,0,1260.0,92.0,9.0,9.0,10.0,9.0,10.0,9.0,39,1.11,1.0,Montserrat,3,0
11059,28828,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,1,0,1715.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,31,0.86,1.0,Isle of Man,198,1
27677,1705,Russian Federation,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1416.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,36,0.99,1.0,Russian Federation,2,1
75534,37665,Nicaragua,Plasma,ThetaBase Services,3,8,strict,6,0,0,5550.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,9,0.26,1.0,Wallis and Futuna,4,1
55599,10747,Uzbekistan,Quantum,ThetaBase Services,1,1,moderate,1,1,0,1585.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,12,0.33,1.0,Kiribati,2,1
51144,28828,Rwanda,Plasma,ThetaBase Services,4,13,strict,7,1,0,2690.0,88.0,9.0,9.0,10.0,9.0,9.0,9.0,19,0.56,1.0,Isle of Man,198,1
42274,12738,Russian Federation,Plasma,ThetaBase Services,2,4,strict,4,0,0,2430.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,51,1.78,1.0,Ecuador,2,1
75237,37665,Nicaragua,Plasma,ThetaBase Services,2,5,strict,3,0,0,3990.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,16,0.46,1.0,Wallis and Futuna,4,1
47710,4964,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,4,strict,2,0,0,1910.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,8,0.26,1.0,Malawi,1,1
30029,29324,Marshall Islands,Quantum,ThetaBase Services,3,2,flexible,3,0,0,1390.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,42,1.3,0.86,Russian Federation,2,0
1273,46764,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,2,5,moderate,2,1,0,1975.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03,1.0,Chile,3,1
42602,32742,Kiribati,Plasma,ThetaBase Services,1,4,strict,2,1,0,1767.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,46,1.34,1.0,Nicaragua,3,1
55205,23058,Rwanda,Plasma,ThetaBase Services,1,3,moderate,1,1,0,2014.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,42,1.21,1.0,Philippines,1,0
325,6894,Switzerland,Plasma,ThetaBase Services,2,4,moderate,3,0,0,3015.0,80.0,10.0,6.0,10.0,10.0,10.0,8.0,1,0.03,0.8,Estonia,47,1
65365,43178,Malta,Quantum,ThetaBase Services,1,2,strict,1,0,0,1585.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,14,0.39,1.0,Marshall Islands,2,0
42096,38267,Kiribati,Quantum,ThetaBase Services,1,2,strict,1,0,0,1325.0,91.0,9.0,9.0,9.0,9.0,10.0,9.0,75,2.06,0.9,United Kingdom,1,1
51899,48896,Nicaragua,Plasma,ThetaBase Services,3,6,strict,5,0,0,3795.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,6,0.2,1.0,Isle of Man,1,0
5682,26812,Anguilla,Plasma,ThetaBase Services,3,5,strict,3,0,0,1637.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,57,1.59,1.0,United Kingdom,1,1
61350,3187,Barbados,Plasma,ThetaBase Services,3,8,strict,3,0,0,6005.0,95.0,10.0,10.0,9.0,9.0,10.0,9.0,52,1.46,1.0,Tonga,2,1
23792,6894,Rwanda,Plasma,ThetaBase Services,1,2,flexible,1,0,0,2105.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06,0.8,Estonia,47,1
60615,5166,Russian Federation,Plasma,ThetaBase Services,1,4,strict,1,1,0,2820.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6,0.2,1.0,Ecuador,16,1
55888,5166,Russian Federation,Plasma,ThetaBase Services,1,4,strict,1,1,0,2820.0,87.0,9.0,9.0,8.0,9.0,9.0,9.0,12,0.34,1.0,Ecuador,16,1
58898,5166,Russian Federation,Plasma,ThetaBase Services,2,5,strict,2,1,0,3275.0,95.0,10.0,10.0,8.0,9.0,9.0,9.0,11,0.35,1.0,Ecuador,16,1
55909,5166,Russian Federation,Plasma,ThetaBase Services,2,5,strict,2,1,0,3275.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,19,0.53,1.0,Ecuador,16,1
1335,29926,Nicaragua,Plasma,ThetaBase Services,2,6,strict,5,0,0,2534.0,86.0,9.0,8.0,9.0,10.0,10.0,9.0,45,1.23,0.67,Zimbabwe,7,1
65318,34285,Russian Federation,Plasma,ThetaBase Services,2,4,strict,2,0,0,1715.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,39,1.08,1.0,Russian Federation,1,1
56302,45546,Barbados,Plasma,ThetaBase Services,1,2,strict,1,0,0,2625.0,85.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0.17,1.0,Cape Verde,19,1
49435,28828,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,1,0,1780.0,80.0,9.0,9.0,8.0,10.0,9.0,9.0,2,0.06,1.0,Isle of Man,198,1
74814,17413,Nicaragua,Plasma,ThetaBase Services,2,6,strict,3,0,0,2443.0,96.0,10.0,10.0,9.0,9.0,10.0,9.0,93,2.62,1.0,Isle of Man,2,1
36128,29551,Malta,Plasma,ThetaBase Services,2,4,flexible,2,0,0,1780.0,93.0,10.0,9.0,10.0,10.0,9.0,10.0,9,0.25,1.0,Mauritania,2,0
25595,36896,Rwanda,Plasma,ThetaBase Services,2,3,moderate,2,0,0,1195.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.37,0.5,Turkmenistan,1,0
69604,78,Costa Rica,Quantum,ThetaBase Services,1,1,moderate,1,0,0,1637.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,3.16,1.0,Gambia,1,1
69102,29926,Nicaragua,Plasma,ThetaBase Services,2,6,strict,5,1,0,2586.0,85.0,9.0,8.0,9.0,9.0,9.0,9.0,16,0.46,0.67,Zimbabwe,7,1
64394,43115,Rwanda,Plasma,ThetaBase Services,2,4,strict,2,0,0,2937.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,116,3.22,1.0,Maldives,1,1
45099,23325,Russian Federation,Quantum,ThetaBase Services,1,2,moderate,1,1,0,1390.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,42,1.2,1.0,Russian Federation,2,1
34784,28283,Russian Federation,Plasma,ThetaBase Services,2,4,strict,2,0,0,3210.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,51,1.42,0.9,Ecuador,1,1
32858,5181,Barbados,Quantum,ThetaBase Services,1,2,strict,1,0,0,1520.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150,4.25,1.0,Nicaragua,2,0
63107,5181,Barbados,Plasma,ThetaBase Services,1,4,strict,2,0,0,2170.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,20,0.56,1.0,Nicaragua,2,0
41476,10585,Malta,Quantum,ThetaBase Services,1,3,strict,1,0,0,1390.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,38,1.43,1.0,Niue,1,1
27470,21045,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,strict,1,0,0,1260.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06,1.0,French Guiana,2,0
52901,31805,Malta,Quantum,ThetaBase Services,1,2,flexible,2,0,0,1897.0,80.0,8.0,8.0,9.0,9.0,9.0,8.0,6,0.21,0.99,Mauritania,20,0
5625,47181,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1182.0,87.0,9.0,10.0,9.0,9.0,8.0,9.0,148,4.1,0.93,Kiribati,5,1
48390,47181,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1182.0,92.0,9.0,9.0,10.0,10.0,8.0,9.0,22,0.66,0.93,Kiribati,5,1
59810,32836,Sao Tome and Principe,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1650.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,1.07,1.0,Isle of Man,1,0
44286,47181,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1182.0,92.0,10.0,10.0,9.0,9.0,9.0,10.0,15,0.42,0.93,Kiribati,5,1
30021,47181,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1182.0,89.0,9.0,10.0,9.0,10.0,8.0,9.0,9,0.27,0.93,Kiribati,5,1
23457,47181,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,0,0,1182.0,70.0,7.0,7.0,7.0,9.0,8.0,7.0,4,0.45,0.93,Kiribati,5,1
27189,27186,Estonia,Plasma,ThetaBase Services,3,7,strict,4,0,0,1910.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,36,1.02,1.0,Zimbabwe,7,1
53999,7102,Brazil,Quantum,ThetaBase Services,1,2,strict,1,0,0,1091.0,86.0,9.0,8.0,9.0,9.0,9.0,9.0,45,1.3,1.0,Vanuatu,4,1
15197,5301,Gambia,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1195.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,6,0.17,0.7,Gambia,1,0
55217,29052,Uzbekistan,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1585.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,13,0.67,1.0,Kiribati,1,0
19176,11567,Micronesia,Plasma,ThetaBase Services,1,4,flexible,2,1,0,2755.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,10,0.31,1.0,Niger,31,1
45105,20714,Nicaragua,Plasma,ThetaBase Services,1,2,strict,0,0,0,2755.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,55,1.54,1.0,Isle of Man,1,1
48460,1236,Malta,Plasma,ThetaBase Services,2,4,moderate,2,1,0,2820.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.23,1.0,Nauru,1,1
66094,39126,United Kingdom,Nuclear,ThetaBase Services,1,8,moderate,8,1,0,1117.0,77.0,8.0,8.0,9.0,9.0,9.0,8.0,104,2.88,1.0,Guinea,9,0
35876,30083,Nicaragua,Plasma,ThetaBase Services,1,3,flexible,2,0,0,2105.0,80.0,10.0,10.0,8.0,8.0,10.0,8.0,1,0.03,0.0,Barbados,1,1
73358,14459,Barbados,Quantum,ThetaBase Services,2,4,strict,2,0,0,5420.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,18,0.99,0.4,Ukraine,1,0
21752,34688,Bouvet Island (Bouvetoya),Quantum,Warwick Technology Multinational,1,2,strict,1,0,0,1390.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,28,0.79,1.0,Gambia,2,1
17701,32161,Bouvet Island (Bouvetoya),Plasma,Warwick Technology Multinational,1,3,strict,1,0,0,1871.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,15,0.54,1.0,Nicaragua,5,1
3005,46262,Micronesia,Plasma,ThetaBase Services,2,4,strict,3,0,0,2287.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,45,1.28,1.0,Kenya,1,1
8451,515,Malta,Plasma,ThetaBase Services,2,4,strict,2,0,0,2170.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,60,1.87,1.0,Mauritania,1,0
68583,25874,Marshall Islands,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1221.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,27,2.89,1.0,Malta,1,1
4709,12542,Malta,Quantum,ThetaBase Services,1,3,flexible,1,1,0,1507.0,78.0,8.0,8.0,9.0,9.0,9.0,8.0,117,3.42,0.98,Mauritania,19,1
30931,10747,Uzbekistan,Quantum,ThetaBase Services,1,2,strict,1,1,0,1507.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.04,1.0,Kiribati,2,1
73357,46530,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,1,strict,1,1,0,1650.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,74,2.3,0.9,Malawi,1,1
48847,19943,Faroe Islands,Plasma,ThetaBase Services,3,8,strict,5,0,0,3470.0,80.0,10.0,4.0,10.0,10.0,8.0,8.0,1,0.55,0.63,Isle of Man,34,0
22480,4446,Micronesia,Plasma,ThetaBase Services,1,4,strict,1,1,0,2300.0,67.0,7.0,6.0,9.0,8.0,9.0,7.0,16,0.65,1.0,Uganda,58,0
41373,4446,Russian Federation,Plasma,ThetaBase Services,1,4,strict,1,1,0,1845.0,74.0,8.0,8.0,9.0,10.0,9.0,7.0,11,0.37,1.0,Uganda,58,0
33432,7102,Brazil,Plasma,ThetaBase Services,2,5,strict,2,0,0,1520.0,50.0,6.0,6.0,8.0,5.0,7.0,5.0,5,0.32,1.0,Vanuatu,4,1
3461,28828,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,1,0,1780.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,31,0.9,1.0,Isle of Man,198,1
16607,983,Wallis and Futuna,Plasma,ThetaBase Services,1,2,strict,1,1,0,2807.0,80.0,8.0,8.0,9.0,8.0,10.0,7.0,7,0.27,1.0,Marshall Islands,1,0
24775,24353,Nicaragua,Plasma,ThetaBase Services,1,2,flexible,1,0,0,2040.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,1.25,1.0,Isle of Man,1,0
69462,27972,Malta,Plasma,ThetaBase Services,2,4,strict,2,0,0,3405.0,93.0,9.0,9.0,9.0,9.0,10.0,9.0,20,0.63,0.94,Brazil,27,0
74960,39379,Niue,Quantum,ThetaBase Services,1,1,moderate,1,0,0,1195.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,40,1.15,1.0,Guinea,1,0
46820,48502,Micronesia,Quantum,ThetaBase Services,1,2,flexible,1,1,0,1637.0,88.0,8.0,9.0,10.0,10.0,10.0,9.0,272,8.32,1.0,Nicaragua,11,1
12356,12907,Malta,Quantum,ThetaBase Services,1,1,moderate,1,0,0,1780.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.69,1.0,Marshall Islands,1,0
19723,27428,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,1,strict,1,0,0,1481.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,146,4.26,1.0,Uzbekistan,2,0
28169,37908,Malta,Quantum,ThetaBase Services,1,3,flexible,2,1,0,1520.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,81,2.45,1.0,Niue,1,1
7440,34906,Costa Rica,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1390.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.32,1.0,Uzbekistan,1,1
58511,13153,Estonia,Quantum,ThetaBase Services,1,1,strict,1,0,0,1260.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.23,1.0,Zimbabwe,1,0
75068,48683,Rwanda,Plasma,ThetaBase Services,1,3,strict,1,0,0,2677.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,36,1.12,1.0,Uzbekistan,2,1
43159,42119,Barbados,Quantum,ThetaBase Services,1,2,strict,1,0,0,1520.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,34,1.29,1.0,Djibouti,2,1
23938,6576,United Kingdom,Quantum,ThetaBase Services,1,2,strict,1,1,0,1390.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,196,5.75,1.0,Gibraltar,3,1
49742,19144,Costa Rica,Quantum,ThetaBase Services,1,2,flexible,2,0,0,1312.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,4,0.12,1.0,San Marino,1,0
62570,28828,Uzbekistan,Plasma,ThetaBase Services,1,2,strict,1,1,0,1780.0,92.0,9.0,9.0,9.0,10.0,9.0,9.0,101,2.95,1.0,Isle of Man,198,1
51421,12274,Bouvet Island (Bouvetoya),Quantum,ThetaBase Services,1,2,flexible,1,0,0,1403.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,40,1.15,1.0,Lebanon,1,0
73242,12690,Gambia,Quantum,ThetaBase Services,1,1,flexible,1,1,0,1260.0,93.0,9.0,10.0,9.0,9.0,9.0,9.0,32,1.0,1.0,Gambia,4,1
66548,26464,Uzbekistan,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1403.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,69,1.97,1.0,Kiribati,1,1
42799,19457,United Kingdom,Quantum,Warwick Technology Multinational,1,2,moderate,1,0,0,1494.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,29,0.84,0.7,Monaco,1,1
69445,19934,Rwanda,Plasma,ThetaBase Services,1,2,strict,1,0,0,1897.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.14,1.0,Svalbard & Jan Mayen Islands,2,1
59389,35776,Sao Tome and Principe,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1182.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,70,2.61,1.0,Isle of Man,1,1
66109,18077,Micronesia,Plasma,ThetaBase Services,3,6,moderate,4,0,0,4120.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,9,0.28,1.0,Sao Tome and Principe,139,0
7148,23870,Malta,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1520.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.93,1.0,Brazil,1,0
20897,28828,Bouvet Island (Bouvetoya),Plasma,ThetaBase Services,1,2,strict,1,1,0,1780.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,22,0.64,1.0,Isle of Man,198,1
19831,37104,Barbados,Plasma,ThetaBase Services,2,4,strict,2,1,0,2040.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,67,1.94,1.0,Bouvet Island (Bouvetoya),1,1
33022,40996,Micronesia,Plasma,ThetaBase Services,2,4,strict,2,0,0,3015.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,45,1.29,1.0,Kenya,1,0
30976,26681,Malta,Quantum,ThetaBase Services,1,2,strict,1,0,0,1650.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,21,2.73,1.0,Niue,1,0
15919,44401,Anguilla,Plasma,ThetaBase Services,2,4,moderate,2,0,0,4510.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,27,0.83,1.0,United Kingdom,1,1
22191,10158,Barbados,Plasma,ThetaBase Services,2,7,strict,4,0,0,4510.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,26,0.78,1.0,Ukraine,6,1
35726,14010,Russian Federation,Plasma,ThetaBase Services,1,2,strict,1,0,0,2625.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,49,1.46,1.0,Tonga,1,1
59126,46058,Rwanda,Plasma,ThetaBase Services,1,5,strict,0,1,0,2300.0,90.0,9.0,9.0,9.0,9.0,9.0,10.0,23,0.71,1.0,Turkmenistan,3,1
64268,11137,Niue,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1195.0,93.0,9.0,9.0,10.0,10.0,8.0,8.0,6,0.18,0.8,Niue,2,1
61413,1526,Indonesia,Plasma,ThetaBase Services,4,7,strict,6,0,0,3210.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.36,1.0,France,1,1
58240,10158,Barbados,Plasma,ThetaBase Services,2,7,strict,3,0,0,6330.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,46,1.41,1.0,Ukraine,6,1
72791,28828,Malta,Plasma,ThetaBase Services,2,4,strict,2,1,0,1910.0,88.0,9.0,8.0,10.0,10.0,10.0,9.0,22,0.65,1.0,Isle of Man,198,1
42060,2823,Barbados,Plasma,ThetaBase Services,1,2,strict,1,0,0,2430.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,26,0.78,1.0,Vietnam,1,1
21163,48349,Costa Rica,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1390.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,20,0.69,1.0,Isle of Man,2,0
21385,8716,Sao Tome and Principe,Plasma,ThetaBase Services,3,6,flexible,3,0,0,2326.0,94.0,10.0,9.0,10.0,10.0,8.0,9.0,13,0.38,0.8,Sao Tome and Principe,2,1
10493,12123,Bosnia and Herzegovina,Plasma,ThetaBase Services,1,3,strict,2,1,0,1845.0,85.0,9.0,9.0,9.0,9.0,9.0,9.0,12,0.35,0.8,Puerto Rico,8,1
2622,33860,Micronesia,Plasma,ThetaBase Services,2,5,moderate,2,0,0,4120.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,56,1.76,1.0,Niger,1,0
45242,21323,Niue,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1208.0,90.0,9.0,8.0,9.0,9.0,9.0,10.0,2,0.08,1.0,Guinea,2,1
63938,7652,Barbados,Plasma,ThetaBase Services,3,6,strict,0,0,0,11270.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,26,0.89,0.89,Venezuela,2,0
58442,35948,Malta,Plasma,ThetaBase Services,5,11,strict,8,0,0,3470.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.09,1.0,Brazil,8,0
73182,5659,United Kingdom,Quantum,"Banks, Wood and Phillips",1,2,moderate,0,0,0,1377.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,33,1.01,1.0,Tanzania,1,1
67577,12690,Gambia,Quantum,ThetaBase Services,1,2,flexible,2,1,0,1390.0,95.0,10.0,10.0,9.0,9.0,8.0,10.0,8,0.26,1.0,Gambia,4,1
11332,19958,Barbados,Plasma,ThetaBase Services,2,6,strict,2,1,0,5355.0,73.0,8.0,7.0,9.0,8.0,10.0,8.0,14,0.41,1.0,Congo,40,1
49058,37293,Russian Federation,Quantum,ThetaBase Services,1,2,strict,1,1,0,1247.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,50,1.48,0.92,Russian Federation,15,0
17688,4732,Faroe Islands,Quantum,ThetaBase Services,1,2,flexible,1,0,0,1481.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.44,0.8,Micronesia,2,1
34533,28520,Barbados,Quantum,ThetaBase Services,1,2,strict,1,1,0,1845.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,177,5.33,1.0,Slovakia (Slovak Republic),2,1
486,11137,Niue,Quantum,ThetaBase Services,1,1,flexible,1,0,0,1117.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,7,0.21,0.8,Niue,2,1
74741,24052,United Kingdom,Quantum,ThetaBase Services,1,2,moderate,1,0,0,1780.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,64,2.05,1.0,Guinea,1,1
60239,13212,Rwanda,Plasma,ThetaBase Services,1,4,strict,1,0,0,2170.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,17,0.58,1.0,Zimbabwe,12,1
64334,22646,Anguilla,Plasma,ThetaBase Services,1,1,strict,1,0,0,1520.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,9,0.29,1.0,Anguilla,1,1
