id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
73837,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,650.0",36978
868,Kiribati,Type V5,Quantum,ThetaBase Services,1,2,moderate,2,f,f,"$1,442.0",31695
28100,Rwanda,Type V5,Plasma,ThetaBase Services,3,5,moderate,3,f,f,"$3,210.0",24855
73387,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,260.0",18359
37675,Marshall Islands,Type X3,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,780.0",17669
69969,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,234.0",36004
15747,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,416.0",36448
26655,Kiribati,Type V2,Plasma,ThetaBase Services,4,10,strict,7,f,f,"$2,820.0",25756
23543,Malta,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,520.0",23326
62161,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,325.0",34658
37274,Wallis and Futuna,Type X3,Quantum,ThetaBase Services,1,2,strict,0,f,f,"$1,741.0",38634
32195,Malta,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,455.0",9288
3929,Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$3,470.0",3391
54686,Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,flexible,2,f,f,"$1,936.0",4203
1296,Rwanda,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,f,f,"$2,027.0",16771
44580,Niue,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,325.0",4129
11496,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,f,f,"$2,105.0",47439
40909,Russian Federation,Type V2,Plasma,ThetaBase Services,2,5,moderate,2,f,f,"$2,755.0",32810
9429,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,170.0",6524
20117,Malta,Type V5,Plasma,ThetaBase Services,2,7,moderate,7,t,f,"$2,950.0",11933
16746,Malta,Type F5,Plasma,ThetaBase Services,4,5,strict,3,f,f,"$8,020.0",19899
34788,Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$4,120.0",24006
29491,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,3,moderate,2,f,f,"$1,845.0",23856
70490,Micronesia,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,f,f,"$2,235.0",30105
7080,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,strict,4,f,f,"$1,585.0",9960
20463,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,260.0",8878
64219,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,260.0",3975
5452,Malta,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$2,300.0",3414
9212,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,650.0",23790
18623,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,f,f,"$1,650.0",18390
29176,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,118.0",28539
44759,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$2,105.0",4801
53967,Nicaragua,Type V5,Quantum,"Banks, Wood and Phillips",1,2,strict,0,f,f,"$1,208.0",48948
9299,Malta,Type F5,Plasma,ThetaBase Services,2,4,moderate,1,f,f,"$1,741.0",1130
21077,Niue,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,780.0",19540
34685,Niue,Type V2,Quantum,ThetaBase Services,1,4,strict,3,t,f,"$1,455.0",26780
29811,United Kingdom,Type V5,Quantum,"Banks, Wood and Phillips",1,4,moderate,2,f,f,"$1,195.0",38847
4582,Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$3,327.0",34585
27643,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,507.0",48455
45238,Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,845.0",29452
6274,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,455.0",36004
15601,Nicaragua,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,325.0",996
2661,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,273.0",13961
29167,Nicaragua,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$2,170.0",923
35689,Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,390.0",33439
53261,Barbados,Type I5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,988.0",48954
10194,Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,403.0",1980
48965,Gambia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,560.0",44405
36488,Malta,Type V5,Plasma,ThetaBase Services,2,5,strict,2,f,f,"$2,495.0",29807
20071,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,5,moderate,2,t,f,"$2,157.0",16419
18691,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",23456
8417,Nicaragua,Type V5,Plasma,ThetaBase Services,2,4,strict,1,f,f,"$1,650.0",38485
74763,Malta,Type F5,Quantum,ThetaBase Services,1,1,strict,0,t,f,"$1,286.0",25181
56895,Marshall Islands,Type O3,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,299.0",5729
74311,Malta,Type F5,Nuclear,ThetaBase Services,1,5,flexible,5,f,f,"$1,143.0",12542
31545,Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,247.0",30684
17570,Malta,Type F5,Nuclear,ThetaBase Services,1,1,flexible,5,t,f,"$1,169.0",12542
22604,Kiribati,Type F5,Plasma,ThetaBase Services,3,6,moderate,4,f,f,"$4,770.0",49877
32369,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,195.0",13229
54564,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,moderate,1,t,f,"$1,845.0",14127
52077,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,4,6,flexible,3,f,f,"$4,120.0",11451
58200,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,780.0",4301
61241,Costa Rica,Type V5,Quantum,ThetaBase Services,1,5,flexible,5,f,f,"$1,455.0",21909
67166,United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,390.0",45082
57800,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$1,975.0",26815
73728,United Kingdom,Type F5,Plasma,ThetaBase Services,4,8,strict,4,f,f,"$4,120.0",5112
30541,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,429.0",30757
60528,Malta,Type F5,Quantum,Warwick Technology Multinational,1,2,strict,1,f,f,"$1,260.0",39609
45121,Barbados,Type V5,Plasma,ThetaBase Services,4,8,strict,4,f,f,"$5,914.0",18993
66115,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,585.0",8189
73535,Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$1,897.0",48541
35763,Nicaragua,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,520.0",45270
24674,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,325.0",38098
9093,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,157.0",20014
4617,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,104.0",48029
72109,Guinea,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,f,f,"$1,975.0",8402
40955,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,f,f,"$1,806.0",1519
31458,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$2,170.0",47547
10768,Wallis and Futuna,Type O3,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,910.0",30868
19716,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,105.0",15692
28629,Barbados,Type V5,Plasma,ThetaBase Services,2,4,moderate,4,f,f,"$2,690.0",41316
50824,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$3,470.0",42159
60860,Barbados,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,520.0",15436
30002,United Kingdom,Type V2,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,585.0",11047
48261,Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,f,f,"$1,884.0",15220
43107,United Kingdom,Type V5,Plasma,ThetaBase Services,1,5,strict,1,f,f,"$1,650.0",3952
3617,Rwanda,Type O3,Nuclear,ThetaBase Services,1,2,moderate,1,f,f,"$1,520.0",44762
21979,United Kingdom,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,364.0",24911
8724,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,715.0",1223
49083,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,260.0",44152
44782,Gambia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,156.0",45084
33147,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,6,moderate,3,t,f,"$3,730.0",32129
60197,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,338.0",28290
22635,Barbados,Type V7,Plasma,ThetaBase Services,1,1,flexible,2,f,f,"$1,650.0",34786
22245,Micronesia,Type V2,Plasma,ThetaBase Services,6,6,moderate,8,f,f,"$11,270.0",10929
49309,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,689.0",34431
64441,Nicaragua,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,429.0",1254
54893,United Kingdom,Type V2,Quantum,ThetaBase Services,1,3,strict,1,t,f,"$1,624.0",11047
65301,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,moderate,2,f,f,"$1,507.0",14603
612,Faroe Islands,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,364.0",41028
55113,Nicaragua,Type V2,Plasma,ThetaBase Services,3,9,strict,5,f,f,"$4,770.0",19943
30876,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,390.0",40605
51681,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,560.0",5532
8536,Barbados,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,715.0",22948
40253,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,390.0",33082
36591,Chad,Type V5,Plasma,ThetaBase Services,1,1,flexible,1,f,f,"$1,390.0",46932
54030,Guinea,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,f,f,"$2,495.0",1366
50787,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$4,770.0",27015
15903,Niue,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,650.0",6786
60178,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,170.0",41768
2345,Barbados,Type V5,Plasma,ThetaBase Services,3,5,strict,2,t,f,"$10,620.0",10373
48885,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,flexible,3,f,f,"$2,820.0",45092
12741,Gambia,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,975.0",21146
27086,Switzerland,Type F5,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,130.0",19564
27778,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,351.0",43785
60998,Rwanda,Type V5,Plasma,"Banks, Wood and Phillips",2,4,strict,2,f,f,"$2,352.0",16386
16834,Indonesia,Type F5,Plasma,ThetaBase Services,3,4,strict,2,f,f,"$4,250.0",18620
5143,Costa Rica,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,f,f,"$2,040.0",36848
57925,Costa Rica,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$1,975.0",42426
74329,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,t,f,"$4,120.0",5242
35454,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$3,145.0",8012
99,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$2,157.0",28293
22284,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,3,6,flexible,6,f,f,"$6,395.0",28050
53225,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,105.0",25764
1953,Uzbekistan,Type V5,Quantum,"Banks, Wood and Phillips",1,1,moderate,1,f,f,"$1,130.0",13082
30644,Micronesia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$3,210.0",48765
62035,Malta,Type F5,Quantum,ThetaBase Services,1,3,strict,2,f,f,"$3,470.0",9798
48738,Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,f,f,"$2,170.0",42523
43001,Malta,Type V5,Plasma,ThetaBase Services,2,3,flexible,2,f,f,"$1,910.0",7426
20085,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,507.0",3743
25043,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,strict,2,f,f,"$1,793.0",11449
46018,Micronesia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,494.0",26053
66459,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,390.0",18148
13548,Malta,Type V5,Plasma,ThetaBase Services,2,3,flexible,2,f,f,"$1,520.0",6228
59361,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$3,145.0",362
68164,Rwanda,Type V5,Plasma,ThetaBase Services,2,6,strict,4,t,f,"$4,250.0",1419
67205,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,234.0",2318
28266,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,1,strict,1,t,f,"$1,455.0",15561
53138,El Salvador,Type F5,Plasma,ThetaBase Services,3,6,flexible,4,f,f,"$2,690.0",32445
31041,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,767.0",25702
54603,Malta,Type F5,Quantum,ThetaBase Services,1,3,flexible,1,f,f,"$1,520.0",908
58798,Estonia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$1,650.0",5770
51479,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$2,170.0",23629
10761,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,t,f,"$1,624.0",12450
51197,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$4,770.0",44544
14698,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,169.0",43706
45672,Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,t,f,"$1,325.0",48127
62901,Micronesia,Type V5,Plasma,ThetaBase Services,4,6,strict,4,f,f,"$4,770.0",46388
15571,Malta,Type V5,Plasma,ThetaBase Services,2,7,strict,5,f,f,"$2,170.0",1804
45677,Uzbekistan,Type F5,Quantum,"Banks, Wood and Phillips",1,2,moderate,1,f,f,"$1,325.0",6727
69023,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,195.0",6727
4562,Costa Rica,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,325.0",30175
12281,Estonia,Type F5,Plasma,ThetaBase Services,3,6,strict,3,f,f,"$1,975.0",36943
18944,Nicaragua,Type V5,Plasma,ThetaBase Services,3,5,strict,3,f,f,"$3,652.0",610
5641,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$1,845.0",28828
61441,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,260.0",27766
6839,Switzerland,Type F5,Quantum,SIT Technology Unlimited,1,1,strict,1,t,f,"$1,130.0",19564
2633,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$1,871.0",11321
45261,Indonesia,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,520.0",13766
51113,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,767.0",36238
39557,United Kingdom,Type V5,Plasma,ThetaBase Services,3,4,strict,4,f,f,"$2,365.0",43557
31932,Niue,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,170.0",28828
53401,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3,6,strict,4,f,f,"$2,820.0",36871
18975,Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,234.0",44777
59324,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,195.0",9448
23874,Barbados,Type O3,Nuclear,ThetaBase Services,1,1,flexible,1,f,f,"$1,234.0",6959
75130,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,169.0",34891
50709,Malta,Type V5,Quantum,ThetaBase Services,1,3,strict,2,t,f,"$1,455.0",34477
60299,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,455.0",16286
46556,Kiribati,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,520.0",32055
46082,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,845.0",1391
7673,Micronesia,Type V5,Nuclear,ThetaBase Services,1,4,strict,2,f,f,"$2,950.0",45147
52988,Isle of Man,Type F5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,105.0",40799
15853,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",20769
61905,Barbados,Type V5,Plasma,ThetaBase Services,1,2,flexible,2,f,f,"$2,144.0",49159
48031,Micronesia,Type V5,Plasma,ThetaBase Services,2,5,strict,2,t,f,"$5,095.0",19958
65917,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,910.0",21618
74298,Kiribati,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,546.0",15259
8676,Kiribati,Type F5,Quantum,ThetaBase Services,1,3,strict,2,f,f,"$1,559.0",15259
45653,Niue,Type F5,Quantum,ThetaBase Services,1,3,flexible,3,f,f,"$1,286.0",31563
22178,Niue,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,234.0",31563
49458,Niue,Type F5,Quantum,ThetaBase Services,1,2,moderate,2,f,f,"$1,234.0",31563
72838,Niue,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,351.0",20867
24730,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$3,470.0",28306
31108,Malta,Type V5,Quantum,"Banks, Wood and Phillips",1,2,moderate,1,f,f,"$1,260.0",45188
65085,Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,234.0",24978
42119,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,625.0",45546
37112,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,moderate,1,f,f,"$2,365.0",11474
41586,Niue,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,f,f,"$1,910.0",42750
3843,Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,0,f,f,"$3,210.0",33823
25122,Barbados,Type O3,Nuclear,ThetaBase Services,1,1,flexible,1,f,f,"$1,234.0",6959
67219,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",33024
70983,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,3,6,flexible,3,f,f,"$2,430.0",6389
55320,Costa Rica,Type F5,Quantum,ThetaBase Services,1,1,flexible,4,f,f,"$1,130.0",33174
51541,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,325.0",47989
62790,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,390.0",47989
12431,Malta,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,520.0",40673
58309,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$1,520.0",21085
45387,Kiribati,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,585.0",5902
66808,Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,560.0",27972
61576,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,t,f,"$1,377.0",42548
65211,Uzbekistan,Type F5,Plasma,ThetaBase Services,2,4,moderate,1,f,f,"$2,040.0",41988
22534,Gambia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,520.0",21329
63831,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,260.0",8189
32348,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,t,f,"$1,208.0",46613
65764,Malta,Type V5,Plasma,ThetaBase Services,0,2,strict,1,f,f,"$2,040.0",18860
19349,Indonesia,Type E3,Plasma,ThetaBase Services,1,2,flexible,1,t,f,"$2,040.0",5343
73465,Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$2,820.0",19519
4219,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,t,f,"$1,364.0",11877
16797,Niue,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,312.0",18038
8353,Switzerland,Type F5,Plasma,ThetaBase Services,4,6,flexible,4,f,f,"$7,370.0",49528
74187,Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,t,f,"$2,690.0",21680
69452,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,650.0",31662
29099,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,f,f,"$1,975.0",23109
30319,Barbados,Type O3,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$2,300.0",29587
25033,Malta,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,f,f,"$1,234.0",42250
43902,Anguilla,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,260.0",11434
50111,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,195.0",32631
14901,Niue,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,520.0",18922
25187,Russian Federation,Type G0,Plasma,ThetaBase Services,1,4,strict,1,f,f,"$2,430.0",37314
59442,Malta,Type F5,Plasma,ThetaBase Services,2,4,flexible,2,f,f,"$2,820.0",28041
30729,Gambia,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,260.0",18732
42686,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,4,7,strict,4,f,f,"$3,197.0",49556
61222,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,strict,1,f,f,"$2,027.0",25105
68855,Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,507.0",15430
38021,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,195.0",43812
1047,Chad,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,130.0",23791
52358,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,t,f,"$2,105.0",12087
3773,Faroe Islands,Type F5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,430.0",26783
48247,Faroe Islands,Type F5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,650.0",26783
37031,Barbados,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",11618
42089,Malta,Type Z6,Plasma,ThetaBase Services,1,3,strict,1,t,f,"$2,027.0",15904
40093,Anguilla,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,f,f,"$1,975.0",2285
38705,Barbados,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,390.0",6860
24244,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,260.0",4154
75414,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,f,f,"$1,585.0",38957
20185,Anguilla,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,495.0",27972
4738,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,f,f,"$1,390.0",20579
15556,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,520.0",46719
51235,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,strict,1,f,f,"$1,143.0",1577
76739,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,325.0",33077
54160,Malta,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,f,f,"$2,495.0",41927
3844,Barbados,Type O3,Quantum,ThetaBase Services,1,3,flexible,3,f,f,"$1,910.0",6959
7505,Anguilla,Type F5,Plasma,ThetaBase Services,3,6,strict,3,f,f,"$4,770.0",17010
10295,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,t,f,"$1,546.0",48334
16061,United Kingdom,Type V5,Quantum,ThetaBase Services,1,3,strict,1,t,f,"$1,559.0",48334
62078,United Kingdom,Type V5,Quantum,ThetaBase Services,1,3,strict,2,t,f,"$1,650.0",48334
5293,Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,585.0",22892
41097,Costa Rica,Type V5,Plasma,ThetaBase Services,0,4,moderate,2,f,f,"$1,767.0",26850
55115,Barbados,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,260.0",11618
28308,Barbados,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,f,f,"$2,235.0",36641
70737,Kiribati,Type V7,Quantum,ThetaBase Services,1,2,strict,1,f,f,"$1,260.0",28832
49887,Niue,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,t,f,"$1,780.0",11772
21774,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,2,f,f,"$2,534.0",33335
16453,Marshall Islands,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,f,f,"$1,195.0",6423
63500,Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,2,f,f,"$2,027.0",24852
53372,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,f,f,"$1,390.0",2684
